INFORMAÇÕES DO GUI
Tempo: 0 sec
[IDbola:0(  rad: 3, mass: 3, x: 5, y: 5, vx: -2.01655, vy: 9.64419 );
IDbola:819(  rad: 1, mass: 7, x: 805, y: 1905, vx: 6.44242, vy: -4.65186 );
IDbola:820(  rad: 2, mass: 3, x: 805, y: 2005, vx: 5.21734, vy: 9.7031 );
IDbola:821(  rad: 3, mass: 4, x: 805, y: 2105, vx: -4.35525, vy: 8.86087 );
IDbola:822(  rad: 2, mass: 1, x: 805, y: 2205, vx: 8.8905, vy: -8.9582 );
IDbola:823(  rad: 2, mass: 2, x: 805, y: 2305, vx: 1.31388, vy: 0.0909061 );
IDbola:824(  rad: 2, mass: 4, x: 805, y: 2405, vx: 6.06452, vy: -9.11048 );
IDbola:825(  rad: 1, mass: 1, x: 805, y: 2505, vx: 8.17462, vy: 8.92733 );
IDbola:826(  rad: 1, mass: 4, x: 805, y: 2605, vx: 5.55585, vy: 2.89082 );
IDbola:827(  rad: 2, mass: 9, x: 805, y: 2705, vx: 9.20534, vy: -6.66962 );
IDbola:828(  rad: 2, mass: 7, x: 805, y: 2805, vx: 3.14672, vy: -4.57215 );
IDbola:829(  rad: 1, mass: 8, x: 805, y: 2905, vx: 2.11042, vy: 0.928468 );
IDbola:830(  rad: 3, mass: 8, x: 805, y: 3005, vx: -0.791447, vy: 2.91581 );
IDbola:831(  rad: 2, mass: 7, x: 805, y: 3105, vx: 1.27733, vy: 1.24607 );
IDbola:832(  rad: 1, mass: 9, x: 805, y: 3205, vx: -5.09134, vy: 8.37729 );
IDbola:833(  rad: 3, mass: 9, x: 805, y: 3305, vx: -8.6374, vy: 0.508834 );
IDbola:834(  rad: 3, mass: 1, x: 805, y: 3405, vx: 5.24932, vy: 2.47506 );
IDbola:835(  rad: 1, mass: 6, x: 805, y: 3505, vx: -8.52295, vy: 9.11671 );
IDbola:836(  rad: 1, mass: 1, x: 805, y: 3605, vx: -2.77977, vy: -0.257501 );
IDbola:837(  rad: 2, mass: 5, x: 805, y: 3705, vx: 6.95445, vy: 3.83401 );
IDbola:838(  rad: 2, mass: 1, x: 805, y: 3805, vx: -7.87629, vy: 5.3702 );
IDbola:839(  rad: 2, mass: 3, x: 805, y: 3905, vx: 1.71098, vy: 6.05944 );
IDbola:840(  rad: 3, mass: 5, x: 805, y: 4005, vx: -9.76343, vy: -9.68994 );
IDbola:841(  rad: 3, mass: 6, x: 805, y: 4105, vx: 6.42237, vy: 3.7306 );
IDbola:842(  rad: 2, mass: 5, x: 805, y: 4205, vx: -3.89439, vy: -8.82002 );
IDbola:843(  rad: 2, mass: 10, x: 805, y: 4305, vx: 2.92806, vy: -3.14425 );
IDbola:844(  rad: 2, mass: 2, x: 805, y: 4405, vx: -2.119, vy: 8.32422 );
IDbola:845(  rad: 3, mass: 4, x: 805, y: 4505, vx: 3.14549, vy: 6.5853 );
IDbola:846(  rad: 1, mass: 3, x: 805, y: 4605, vx: 5.94806, vy: -9.44044 );
IDbola:847(  rad: 2, mass: 10, x: 805, y: 4705, vx: -8.86756, vy: -7.68664 );
IDbola:848(  rad: 3, mass: 6, x: 805, y: 4805, vx: -3.44456, vy: -8.55849 );
IDbola:849(  rad: 3, mass: 7, x: 805, y: 4905, vx: 1.21607, vy: 3.17811 );
IDbola:850(  rad: 2, mass: 6, x: 805, y: 5005, vx: 0.518114, vy: -3.4547 );
IDbola:851(  rad: 1, mass: 3, x: 805, y: 5105, vx: -2.292, vy: -9.21917 );
IDbola:852(  rad: 1, mass: 9, x: 805, y: 5205, vx: 1.59402, vy: -9.12124 );
IDbola:853(  rad: 3, mass: 9, x: 805, y: 5305, vx: -4.8936, vy: -6.06493 );
IDbola:854(  rad: 2, mass: 3, x: 805, y: 5405, vx: -4.23547, vy: 0.306195 );
IDbola:855(  rad: 1, mass: 3, x: 805, y: 5505, vx: -0.210466, vy: -8.66382 );
IDbola:856(  rad: 3, mass: 1, x: 805, y: 5605, vx: -5.50666, vy: -7.9759 );
IDbola:857(  rad: 2, mass: 6, x: 805, y: 5705, vx: -3.48603, vy: -5.03742 );
IDbola:858(  rad: 1, mass: 10, x: 805, y: 5805, vx: -4.49689, vy: 2.75924 );
IDbola:859(  rad: 2, mass: 4, x: 805, y: 5905, vx: 3.91681, vy: 4.07842 );
IDbola:860(  rad: 2, mass: 5, x: 805, y: 6005, vx: 0.106386, vy: -5.43611 );
IDbola:861(  rad: 3, mass: 1, x: 805, y: 6105, vx: -6.81604, vy: -7.80582 );
IDbola:862(  rad: 2, mass: 2, x: 805, y: 6205, vx: -5.42803, vy: -9.07493 );
IDbola:863(  rad: 3, mass: 3, x: 805, y: 6305, vx: -0.252176, vy: 3.78507 );
IDbola:864(  rad: 1, mass: 2, x: 805, y: 6405, vx: 5.78862, vy: -1.646 );
IDbola:865(  rad: 3, mass: 9, x: 805, y: 6505, vx: 0.769184, vy: -3.07186 );
IDbola:866(  rad: 2, mass: 6, x: 805, y: 6605, vx: 0.347424, vy: 8.37955 );
IDbola:867(  rad: 2, mass: 2, x: 805, y: 6705, vx: 1.3988, vy: -6.15861 );
IDbola:868(  rad: 3, mass: 1, x: 805, y: 6805, vx: -6.3556, vy: 3.40175 );
IDbola:869(  rad: 2, mass: 2, x: 805, y: 6905, vx: 6.85767, vy: -1.6052 );
IDbola:870(  rad: 3, mass: 2, x: 805, y: 7005, vx: 9.91086, vy: 7.25283 );
IDbola:871(  rad: 2, mass: 10, x: 805, y: 7105, vx: 2.00295, vy: -0.323522 );
IDbola:872(  rad: 1, mass: 4, x: 805, y: 7205, vx: -5.93995, vy: -4.39002 );
IDbola:873(  rad: 1, mass: 9, x: 805, y: 7305, vx: 5.2162, vy: -3.90289 );
IDbola:874(  rad: 1, mass: 6, x: 805, y: 7405, vx: 3.77913, vy: 5.82543 );
IDbola:875(  rad: 1, mass: 5, x: 805, y: 7505, vx: 9.13575, vy: -7.28349 );
IDbola:876(  rad: 2, mass: 2, x: 805, y: 7605, vx: -1.79674, vy: -4.57294 );
IDbola:877(  rad: 3, mass: 2, x: 805, y: 7705, vx: -6.0079, vy: -5.33117 );
IDbola:878(  rad: 1, mass: 2, x: 805, y: 7805, vx: 9.68911, vy: 7.98416 );
IDbola:879(  rad: 3, mass: 7, x: 805, y: 7905, vx: -5.46027, vy: -6.12443 );
IDbola:880(  rad: 3, mass: 4, x: 805, y: 8005, vx: -9.95757, vy: 5.78196 );
IDbola:881(  rad: 2, mass: 8, x: 805, y: 8105, vx: 4.28562, vy: 3.7868 );
IDbola:882(  rad: 1, mass: 6, x: 805, y: 8205, vx: -2.39753, vy: 6.90875 );
IDbola:883(  rad: 3, mass: 4, x: 805, y: 8305, vx: -0.176741, vy: -2.23021 );
IDbola:884(  rad: 3, mass: 3, x: 805, y: 8405, vx: -9.96837, vy: 3.01858 );
IDbola:885(  rad: 3, mass: 9, x: 805, y: 8505, vx: 3.27268, vy: 1.41369 );
IDbola:886(  rad: 3, mass: 8, x: 805, y: 8605, vx: 5.7314, vy: 5.58718 );
IDbola:887(  rad: 1, mass: 4, x: 805, y: 8705, vx: 9.25321, vy: 1.36802 );
IDbola:888(  rad: 1, mass: 9, x: 805, y: 8805, vx: -8.50562, vy: -7.75561 );
IDbola:889(  rad: 2, mass: 8, x: 805, y: 8905, vx: -2.73049, vy: 9.02966 );
IDbola:890(  rad: 2, mass: 8, x: 805, y: 9005, vx: -2.73055, vy: 5.36838 );
IDbola:891(  rad: 2, mass: 6, x: 805, y: 9105, vx: -0.740054, vy: -7.98852 );
IDbola:892(  rad: 3, mass: 4, x: 805, y: 9205, vx: 4.63534, vy: -1.33113 );
IDbola:893(  rad: 1, mass: 6, x: 805, y: 9305, vx: -9.70745, vy: 9.51719 );
IDbola:894(  rad: 1, mass: 7, x: 805, y: 9405, vx: -0.990052, vy: -8.99934 );
IDbola:895(  rad: 1, mass: 2, x: 805, y: 9505, vx: 4.37506, vy: 4.01327 );
IDbola:896(  rad: 2, mass: 2, x: 805, y: 9605, vx: -4.58339, vy: 4.20048 );
IDbola:897(  rad: 1, mass: 8, x: 805, y: 9705, vx: 1.1136, vy: -6.45329 );
IDbola:898(  rad: 2, mass: 2, x: 805, y: 9805, vx: -7.12259, vy: -0.268275 );
IDbola:899(  rad: 2, mass: 8, x: 805, y: 9905, vx: -2.89603, vy: -1.392 );
IDbola:900(  rad: 1, mass: 10, x: 905, y: 5, vx: -2.97664, vy: 1.60534 );
IDbola:901(  rad: 3, mass: 6, x: 905, y: 105, vx: -1.9568, vy: -8.06948 );
IDbola:902(  rad: 2, mass: 5, x: 905, y: 205, vx: -6.79795, vy: 5.19174 );
IDbola:903(  rad: 1, mass: 9, x: 905, y: 305, vx: 7.97746, vy: 0.706708 );
IDbola:904(  rad: 1, mass: 9, x: 905, y: 405, vx: 3.51318, vy: 7.95643 );
IDbola:905(  rad: 2, mass: 3, x: 905, y: 505, vx: 0.0340361, vy: 7.21045 );
IDbola:906(  rad: 1, mass: 7, x: 905, y: 605, vx: 3.47029, vy: 7.04808 );
IDbola:907(  rad: 3, mass: 8, x: 905, y: 705, vx: -5.6764, vy: -9.29802 );
IDbola:908(  rad: 3, mass: 2, x: 905, y: 805, vx: -1.09954, vy: 8.27276 );
IDbola:909(  rad: 1, mass: 6, x: 905, y: 905, vx: 7.25044, vy: 7.64094 );
IDbola:910(  rad: 3, mass: 8, x: 905, y: 1005, vx: 9.7192, vy: 4.69408 );
IDbola:911(  rad: 1, mass: 1, x: 905, y: 1105, vx: -7.2659, vy: 1.3688 );
IDbola:912(  rad: 1, mass: 6, x: 905, y: 1205, vx: -6.19257, vy: -2.3658 );
IDbola:913(  rad: 1, mass: 5, x: 905, y: 1305, vx: -1.39372, vy: -8.43503 );
IDbola:914(  rad: 1, mass: 2, x: 905, y: 1405, vx: -4.84243, vy: -4.51179 );
IDbola:915(  rad: 3, mass: 4, x: 905, y: 1505, vx: 3.22171, vy: -7.55544 );
IDbola:916(  rad: 2, mass: 5, x: 905, y: 1605, vx: -6.14732, vy: -2.07419 );
IDbola:917(  rad: 1, mass: 8, x: 905, y: 1705, vx: -7.78768, vy: -5.23529 );
IDbola:918(  rad: 2, mass: 1, x: 905, y: 1805, vx: -2.58386, vy: -5.00284 );
IDbola:919(  rad: 2, mass: 10, x: 905, y: 1905, vx: 4.7735, vy: 1.12029 );
IDbola:920(  rad: 2, mass: 7, x: 905, y: 2005, vx: 0.607821, vy: 5.41968 );
IDbola:921(  rad: 1, mass: 9, x: 905, y: 2105, vx: -7.29044, vy: -5.29152 );
IDbola:922(  rad: 2, mass: 10, x: 905, y: 2205, vx: 2.59505, vy: -5.17256 );
IDbola:923(  rad: 3, mass: 1, x: 905, y: 2305, vx: 5.94857, vy: 4.50798 );
IDbola:924(  rad: 2, mass: 9, x: 905, y: 2405, vx: -6.62154, vy: 9.63524 );
IDbola:925(  rad: 2, mass: 2, x: 905, y: 2505, vx: 7.02721, vy: 3.5352 );
IDbola:926(  rad: 3, mass: 1, x: 905, y: 2605, vx: 5.70618, vy: 7.54494 );
IDbola:927(  rad: 1, mass: 7, x: 905, y: 2705, vx: -7.78015, vy: -6.67225 );
IDbola:928(  rad: 2, mass: 7, x: 905, y: 2805, vx: 1.69787, vy: -8.78668 );
IDbola:929(  rad: 1, mass: 10, x: 905, y: 2905, vx: -8.50203, vy: 0.0912153 );
IDbola:930(  rad: 1, mass: 4, x: 905, y: 3005, vx: -3.98614, vy: -9.01344 );
IDbola:931(  rad: 2, mass: 10, x: 905, y: 3105, vx: -4.24757, vy: -7.12524 );
IDbola:932(  rad: 1, mass: 10, x: 905, y: 3205, vx: 2.08608, vy: -7.38307 );
IDbola:933(  rad: 3, mass: 2, x: 905, y: 3305, vx: -9.7158, vy: 3.59911 );
IDbola:934(  rad: 3, mass: 3, x: 905, y: 3405, vx: 2.27567, vy: 5.66097 );
IDbola:935(  rad: 1, mass: 3, x: 905, y: 3505, vx: 9.41923, vy: 5.66554 );
IDbola:936(  rad: 3, mass: 3, x: 905, y: 3605, vx: 7.43339, vy: 7.59332 );
IDbola:937(  rad: 1, mass: 9, x: 905, y: 3705, vx: 4.88099, vy: 9.71134 );
IDbola:938(  rad: 3, mass: 1, x: 905, y: 3805, vx: -3.30889, vy: 3.09231 );
IDbola:939(  rad: 1, mass: 3, x: 905, y: 3905, vx: -5.10187, vy: -1.91693 );
IDbola:940(  rad: 1, mass: 7, x: 905, y: 4005, vx: 0.767575, vy: -2.82326 );
IDbola:941(  rad: 2, mass: 7, x: 905, y: 4105, vx: -5.46169, vy: 7.78727 );
IDbola:942(  rad: 3, mass: 9, x: 905, y: 4205, vx: -8.01013, vy: -3.5661 );
IDbola:943(  rad: 3, mass: 2, x: 905, y: 4305, vx: -0.623683, vy: -3.90771 );
IDbola:944(  rad: 1, mass: 1, x: 905, y: 4405, vx: -6.29563, vy: -3.65759 );
IDbola:945(  rad: 1, mass: 10, x: 905, y: 4505, vx: 2.04955, vy: 9.43578 );
IDbola:946(  rad: 3, mass: 7, x: 905, y: 4605, vx: -4.40074, vy: 8.21394 );
IDbola:947(  rad: 2, mass: 1, x: 905, y: 4705, vx: 6.85818, vy: -3.77375 );
IDbola:948(  rad: 2, mass: 8, x: 905, y: 4805, vx: -4.47651, vy: 8.69848 );
IDbola:949(  rad: 2, mass: 1, x: 905, y: 4905, vx: -7.47777, vy: 9.57544 );
IDbola:950(  rad: 1, mass: 4, x: 905, y: 5005, vx: 6.9854, vy: -6.77033 );
IDbola:951(  rad: 1, mass: 3, x: 905, y: 5105, vx: -2.49021, vy: 3.25158 );
IDbola:952(  rad: 3, mass: 5, x: 905, y: 5205, vx: 1.00073, vy: 9.00151 );
IDbola:953(  rad: 3, mass: 4, x: 905, y: 5305, vx: 5.1684, vy: 8.55062 );
IDbola:954(  rad: 3, mass: 1, x: 905, y: 5405, vx: -9.24781, vy: -5.977 );
IDbola:955(  rad: 3, mass: 7, x: 905, y: 5505, vx: 8.30202, vy: 7.81753 );
IDbola:956(  rad: 2, mass: 1, x: 905, y: 5605, vx: -5.46504, vy: 8.51763 );
IDbola:957(  rad: 1, mass: 4, x: 905, y: 5705, vx: 3.63597, vy: 2.19385 );
IDbola:958(  rad: 3, mass: 10, x: 905, y: 5805, vx: -2.8867, vy: -0.951488 );
IDbola:959(  rad: 1, mass: 7, x: 905, y: 5905, vx: -9.8973, vy: -7.74897 );
IDbola:960(  rad: 1, mass: 3, x: 905, y: 6005, vx: 8.29187, vy: -3.87931 );
IDbola:961(  rad: 3, mass: 8, x: 905, y: 6105, vx: 5.65977, vy: -6.97576 );
IDbola:962(  rad: 3, mass: 7, x: 905, y: 6205, vx: -2.77173, vy: 1.65302 );
IDbola:963(  rad: 1, mass: 3, x: 905, y: 6305, vx: 2.80871, vy: -4.56015 );
IDbola:964(  rad: 2, mass: 4, x: 905, y: 6405, vx: -6.25402, vy: 2.5034 );
IDbola:965(  rad: 1, mass: 10, x: 905, y: 6505, vx: 8.35169, vy: 7.83936 );
IDbola:966(  rad: 2, mass: 7, x: 905, y: 6605, vx: -7.31111, vy: -5.08953 );
IDbola:967(  rad: 2, mass: 8, x: 905, y: 6705, vx: -8.44191, vy: -2.74337 );
IDbola:968(  rad: 3, mass: 2, x: 905, y: 6805, vx: 4.19273, vy: 2.71542 );
IDbola:969(  rad: 1, mass: 7, x: 905, y: 6905, vx: -7.18441, vy: 8.34009 );
IDbola:970(  rad: 1, mass: 9, x: 905, y: 7005, vx: -2.41692, vy: -7.16026 );
IDbola:971(  rad: 1, mass: 2, x: 905, y: 7105, vx: 6.00992, vy: -0.264487 );
IDbola:972(  rad: 2, mass: 6, x: 905, y: 7205, vx: -3.57087, vy: -2.75267 );
IDbola:973(  rad: 1, mass: 10, x: 905, y: 7305, vx: 5.15884, vy: 9.02077 );
IDbola:974(  rad: 2, mass: 10, x: 905, y: 7405, vx: 9.20806, vy: -7.23552 );
IDbola:975(  rad: 3, mass: 9, x: 905, y: 7505, vx: -8.58289, vy: -3.64607 );
IDbola:976(  rad: 1, mass: 6, x: 905, y: 7605, vx: 4.91313, vy: -3.21957 );
IDbola:977(  rad: 1, mass: 4, x: 905, y: 7705, vx: -1.3913, vy: 3.10488 );
IDbola:978(  rad: 3, mass: 8, x: 905, y: 7805, vx: 4.51681, vy: 7.64241 );
IDbola:979(  rad: 2, mass: 4, x: 905, y: 7905, vx: 0.143666, vy: -6.46714 );
IDbola:980(  rad: 3, mass: 8, x: 905, y: 8005, vx: -5.58956, vy: -4.42354 );
IDbola:981(  rad: 3, mass: 9, x: 905, y: 8105, vx: 5.90506, vy: 5.16229 );
IDbola:982(  rad: 1, mass: 2, x: 905, y: 8205, vx: 2.948, vy: -4.58693 );
IDbola:983(  rad: 1, mass: 6, x: 905, y: 8305, vx: 1.12989, vy: 3.94046 );
IDbola:984(  rad: 1, mass: 2, x: 905, y: 8405, vx: -9.0341, vy: 0.245915 );
IDbola:985(  rad: 3, mass: 2, x: 905, y: 8505, vx: 5.36847, vy: -2.60362 );
IDbola:986(  rad: 3, mass: 1, x: 905, y: 8605, vx: 4.86949, vy: 7.35003 );
IDbola:987(  rad: 1, mass: 5, x: 905, y: 8705, vx: 8.47943, vy: -1.17113 );
IDbola:988(  rad: 3, mass: 2, x: 905, y: 8805, vx: 3.48895, vy: 1.62327 );
IDbola:989(  rad: 1, mass: 5, x: 905, y: 8905, vx: 0.0121741, vy: 3.18301 );
IDbola:990(  rad: 3, mass: 5, x: 905, y: 9005, vx: -1.34556, vy: 4.25928 );
IDbola:991(  rad: 3, mass: 1, x: 905, y: 9105, vx: -2.81181, vy: -9.16386 );
IDbola:992(  rad: 3, mass: 2, x: 905, y: 9205, vx: -6.15802, vy: -7.06627 );
IDbola:993(  rad: 2, mass: 8, x: 905, y: 9305, vx: 3.72887, vy: 2.44717 );
IDbola:994(  rad: 1, mass: 1, x: 905, y: 9405, vx: -1.61666, vy: 8.26685 );
IDbola:995(  rad: 2, mass: 3, x: 905, y: 9505, vx: -5.6728, vy: -3.58333 );
IDbola:996(  rad: 3, mass: 3, x: 905, y: 9605, vx: -9.01478, vy: -2.63908 );
IDbola:997(  rad: 3, mass: 6, x: 905, y: 9705, vx: 9.83969, vy: 3.32492 );
IDbola:998(  rad: 1, mass: 10, x: 905, y: 9805, vx: -3.09937, vy: -2.1196 );
IDbola:999(  rad: 2, mass: 7, x: 905, y: 9905, vx: 7.06971, vy: 5.72679 );
]
